747,1083,627,990,986,1002,458,742,786,813,426,596,517,1178,999,888,1031,247,1046,339,588,1146,875,0,67,594,69,875,802,444,1056,1032,169,660,209,76,559,182,602,670,1068,380,420,442,627,626,1012,490,1082,313
140,169,1193,554,733,356,149,1100,536,1024,588,1025,103,523,214,121,941,1116,339,354,791,760,316,67,0,137,561,869,734,916,47,574,461,531,136,1102,634,833,1199,442,1139,506,727,60,327,718,513,85,301,934
905,86,1073,376,999,849,698,549,1085,1055,1100,344,681,568,169,159,1035,374,610,510,637,1179,1024,594,137,0,577,592,499,710,1067,823,376,343,481,73,794,650,347,859,1173,249,853,1026,419,1181,862,486,915,1072
287,949,1019,216,1178,147,440,742,969,812,279,141,1200,443,84,795,1085,137,797,671,327,148,143,69,561,577,0,193,837,1035,491,268,412,87,516,1004,313,471,223,622,758,703,365,191,1104,630,423,1180,449,158
262,730,699,974,32,110,261,1166,704,719,885,693,59,961,901,474,515,1086,1168,297,949,493,615,875,869,592,193,0,31,351,973,1023,739,1004,165,271,885,1003,582,443,1137,579,227,447,190,202,1027,1008,922,374
641,908,994,385,1199,295,297,418,410,81,982,490,275,99,1078,658,154,530,638,448,486,314,415,802,734,499,837,31,0,1039,663,350,945,305,505,988,329,1052,967,1143,133,1181,298,925,514,660,972,287,428,501
627,1056,674,537,1096,946,572,246,367,617,501,107,341,60,293,1180,77,1113,1048,224,146,436,569,444,916,710,1035,351,1039,0,288,1138,194,294,146,740,546,246,212,697,869,144,68,70,152,1002,395,228,937,289
221,456,284,125,922,503,36,612,887,1094,288,467,623,377,272,430,43,95,763,164,687,352,230,1056,47,1067,491,973,663,288,0,562,37,713,78,1105,79,704,158,768,95,241,86,473,357,988,517,262,136,30
447,1080,1009,1096,908,310,291,666,1056,787,774,433,497,512,613,290,182,102,717,791,937,446,861,1032,574,823,268,1023,350,1138,562,0,979,759,1105,842,751,1104,906,621,852,1050,546,824,692,407,495,721,1112,817
1121,627,453,635,727,855,629,868,263,1140,1091,894,494,1064,255,593,134,125,347,279,844,764,1011,169,461,376,412,739,945,194,37,979,0,378,494,241,843,979,1172,385,47,342,445,653,558,1195,86,514,406,829
249,80,494,60,1078,859,343,810,1197,995,137,276,952,755,599,1017,495,327,1141,1149,948,79,353,660,531,343,87,1004,305,294,713,759,378,0,1177,619,506,179,253,1158,50,262,169,547,783,1129,1079,218,210,872
34,810,254,319,443,839,307,1090,511,1193,753,931,705,645,728,954,768,501,527,48,441,1172,616,209,136,481,516,165,505,146,78,1105,494,1177,0,1143,351,879,974,261,893,772,961,918,967,1189,284,740,39,799
274,1175,616,995,849,436,348,490,1094,1080,606,174,1050,75,506,442,921,1104,706,600,98,1068,800,76,1102,73,1004,271,988,740,1105,842,241,619,1143,0,41,926,1169,857,187,959,295,329,526,102,1022,851,972,783
989,1067,236,416,344,1009,1191,203,850,200,927,1038,771,1117,229,194,1126,204,1091,791,321,669,537,559,634,794,313,885,329,546,79,751,843,506,351,41,0,788,700,683,607,465,950,320,1082,503,1151,347,725,1049
99,103,320,358,1061,271,260,703,376,671,1011,1111,991,685,932,347,683,352,1178,577,521,719,161,182,833,650,471,1003,1052,246,704,1104,979,179,879,926,788,0,724,321,654,196,510,551,1155,997,109,46,291,252
534,177,1128,298,371,869,340,400,955,446,648,375,287,662,712,386,1005,273,157,269,991,504,1083,602,1199,347,223,582,967,212,158,906,1172,253,974,1169,700,724,0,803,288,755,169,606,411,795,1181,113,964,315
291,802,654,123,1016,597,694,371,391,319,359,1104,624,919,30,830,574,936,350,671,974,308,1060,670,442,859,622,443,1143,697,768,621,385,1158,261,857,683,321,803,0,929,55,322,845,709,1079,153,1107,607,1057
727,1180,146,696,402,907,602,338,162,1030,595,591,876,165,249,63,894,615,276,884,1119,625,1065,1068,1139,1173,758,1137,133,869,95,852,47,50,893,187,607,654,288,929,0,441,1144,775,45,576,879,746,90,642
46,433,978,1128,748,1066,767,458,229,561,277,1083,1138,341,531,647,1060,496,354,324,642,1005,1179,380,506,249,703,579,1181,144,241,1050,342,262,772,959,465,196,755,55,441,0,1169,1131,984,383,479,171,167,662
1025,1126,984,576,84,1157,815,185,728,533,594,33,765,336,675,376,352,478,699,263,514,214,291,420,727,853,365,227,298,68,86,546,445,169,961,295,950,510,169,322,1144,1169,0,1075,1038,336,566,597,915,837
956,309,765,766,761,56,418,917,868,524,359,687,799,1166,1195,834,970,1008,445,442,121,100,94,442,60,1026,191,447,925,70,473,824,653,547,918,329,320,551,606,845,775,1131,1075,0,911,849,294,502,594,1006
894,443,849,1175,642,525,763,394,46,988,383,654,216,646,65,51,472,306,284,60,445,931,99,627,327,419,1104,190,514,152,357,692,558,783,967,526,1082,1155,411,709,45,984,1038,911,0,679,255,1022,647,542
245,940,1184,694,182,1183,509,637,1100,745,411,157,577,602,991,103,891,819,365,685,185,668,729,626,718,1181,630,202,660,1002,988,407,1195,1129,1189,102,503,997,795,1079,576,383,336,849,679,0,845,1096,255,355
268,671,996,165,361,725,319,714,1042,1113,569,759,266,828,498,614,517,1151,357,521,881,625,753,1012,513,862,423,1027,972,395,517,495,86,1079,284,1022,1151,109,1181,153,879,479,566,294,255,845,0,910,917,474
289,751,911,487,991,109,946,996,401,862,781,1074,686,781,1007,538,417,320,452,1092,1097,181,462,490,85,486,1180,1008,287,228,262,721,514,218,740,851,347,46,113,1107,746,171,597,502,1022,1096,910,0,1117,384
896,619,145,203,1052,96,974,932,476,126,193,379,624,836,792,284,1154,972,686,1030,817,1116,37,1082,301,915,449,922,428,937,136,1112,406,210,39,972,725,291,964,607,90,167,915,594,647,255,917,1117,0,622
1064,750,580,248,592,174,901,153,742,482,639,696,524,656,562,648,919,973,650,412,461,797,1108,313,934,1072,158,374,501,289,30,817,829,872,799,783,1049,252,315,1057,642,662,837,1006,542,355,474,384,622,0
